da_ente;da_tipo;da_valor
79397865;WATCH_LIST_CODE;
80605145;CUSTOMER_OFFICE;172
80605145;MANAGER_ASSISTANT;35
80605145;PUBLIC_FIGURE;N
80605145;RISK_TYPE;PN1
79468517;CUSTOMER_OFFICE;178
79468517;DEPOSITOS_MENSUALES;
79468517;EJECUTIVO_VENTA;114
79468517;HIGH_RISK_SCORE;BJ
79468517;KYC_CUSTOMER;S
79468517;LOGIN COBIS;
79468517;MANAGER_ASSISTANT;30
79468517;PUBLIC_FIGURE;N
79468517;RETIROS_MENSUALES;
79468517;RIESGO_COLABORADOR;N/A
79468517;RISK_TYPE;PN3
79468517;TIER_CADD;
79468517;WATCH_LIST_CODE;
79560634;CUSTOMER_OFFICE;172
79560634;MANAGER_ASSISTANT;35
79560634;PUBLIC_FIGURE;N
79560634;RISK_TYPE;PN1
79569682;CUSTOMER_OFFICE;182
79569682;MANAGER_ASSISTANT;29
79569682;PUBLIC_FIGURE;N
79569682;RISK_TYPE;PN1
79633380;CUSTOMER_OFFICE;172
79633380;MANAGER_ASSISTANT;35
79633380;PUBLIC_FIGURE;N
79633380;RISK_TYPE;PN1
79713694;CUSTOMER_OFFICE;178
79713694;MANAGER_ASSISTANT;30
79713694;PUBLIC_FIGURE;N
79713694;RISK_TYPE;PN1
79775630;CUSTOMER_OFFICE;178
79775630;HIGH_RISK_SCORE;BJ
79775630;KYC_CUSTOMER;S
79775630;MANAGER_ASSISTANT;30
79775630;PUBLIC_FIGURE;N
79775630;RISK_TYPE;PN3
79792390;CUSTOMER_OFFICE;186
79792390;DEPOSITOS_MENSUALES;
79792390;EJECUTIVO_VENTA;0
79792390;HIGH_RISK_SCORE;AL
79792390;KYC_CUSTOMER;N
79792390;LOGIN COBIS;
79792390;MANAGER_ASSISTANT;33
79792390;PUBLIC_FIGURE;N
79792390;RETIROS_MENSUALES;
79792390;RIESGO_COLABORADOR;N/A
79792390;RISK_TYPE;PN1
79792390;TIER_CADD;
79792390;WATCH_LIST_CODE;S
79872725;CUSTOMER_OFFICE;174
79872725;HIGH_RISK_SCORE;BJ
79872725;MANAGER_ASSISTANT;34
79872725;PUBLIC_FIGURE;N
79872725;RISK_TYPE;PN1
79980536;CUSTOMER_OFFICE;174
79980536;DEPOSITOS_MENSUALES;
79980536;EJECUTIVO_VENTA;18
79980536;HIGH_RISK_SCORE;BJ
79980536;LOGIN COBIS;
79980536;MANAGER_ASSISTANT;34
79980536;PUBLIC_FIGURE;N
79980536;RETIROS_MENSUALES;
79980536;RISK_TYPE;PN1
79980536;TIER_CADD;
79980536;WATCH_LIST_CODE;
80059981;CUSTOMER_OFFICE;238
80059981;MANAGER_ASSISTANT;32
80059981;PUBLIC_FIGURE;N
80059981;RISK_TYPE;PN2
80061196;CUSTOMER_OFFICE;174
80061196;EJECUTIVO_VENTA;18
80061196;HIGH_RISK_SCORE;BJ
80061196;KYC_CUSTOMER;S
80061196;MANAGER_ASSISTANT;34
80061196;PUBLIC_FIGURE;N
80061196;RISK_TYPE;PN1
80290144;CUSTOMER_OFFICE;174
80290144;MANAGER_ASSISTANT;34
80290144;PUBLIC_FIGURE;N
80290144;RISK_TYPE;PN1
80342128;CUSTOMER_OFFICE;174
80342128;MANAGER_ASSISTANT;34
80342128;PUBLIC_FIGURE;N
80342128;RISK_TYPE;PN1
80399898;CUSTOMER_OFFICE;174
80399898;DEPOSITOS_MENSUALES;
80399898;EJECUTIVO_VENTA;82
80399898;HIGH_RISK_SCORE;BJ
80399898;KYC_CUSTOMER;s
80399898;LOGIN COBIS;
79872725;WATCH_LIST_CODE;
79872725;TIER_CADD;
79872725;DEPOSITOS_MENSUALES;
80399898;MANAGER_ASSISTANT;34
80399898;PUBLIC_FIGURE;N
80399898;RETIROS_MENSUALES;
80399898;RISK_TYPE;PN2
80399898;TIER_CADD;
80399898;WATCH_LIST_CODE;
80408820;CUSTOMER_OFFICE;284
80408820;DEPOSITOS_MENSUALES;
80408820;EJECUTIVO_VENTA;0
80408820;HIGH_RISK_SCORE;BJ
80408820;LOGIN COBIS;
80408820;MANAGER_ASSISTANT;35
80408820;PUBLIC_FIGURE;N
80408820;RETIROS_MENSUALES;
80408820;RISK_TYPE;PN3
80408820;TIER_CADD;
80408820;WATCH_LIST_CODE;
80635117;CUSTOMER_OFFICE;182
80635117;MANAGER_ASSISTANT;29
80635117;PUBLIC_FIGURE;N
80635117;RISK_TYPE;PN1
80635486;CUSTOMER_OFFICE;180
80635486;DEPOSITOS_MENSUALES;
80635486;EJECUTIVO_VENTA;134
80635486;HIGH_RISK_SCORE;AL
80635486;KYC_CUSTOMER;S
80635486;MANAGER_ASSISTANT;37
80635486;PUBLIC_FIGURE;N
80635486;RETIROS_MENSUALES;
80635486;RIESGO_COLABORADOR;N/A
80635486;RISK_TYPE;PN1
80635486;TIER_CADD;
80635486;WATCH_LIST_CODE;S
80770901;CUSTOMER_OFFICE;174
80770901;MANAGER_ASSISTANT;34
80770901;PUBLIC_FIGURE;N
80770901;RISK_TYPE;PN1
80795408;CUSTOMER_OFFICE;174
80795408;MANAGER_ASSISTANT;34
80795408;PUBLIC_FIGURE;N
80795408;RISK_TYPE;PN1
80900066;CUSTOMER_OFFICE;180
80900066;MANAGER_ASSISTANT;37
80900066;PUBLIC_FIGURE;N
80900066;RISK_TYPE;PN1
81003092;CUSTOMER_OFFICE;174
81003092;MANAGER_ASSISTANT;34
81003092;PUBLIC_FIGURE;N
81003092;RISK_TYPE;PN1
15305;CUSTOMER_OFFICE;174
15305;MANAGER_ASSISTANT;34
15305;PUBLIC_FIGURE;N
15305;RISK_TYPE;PN1
81060746;CUSTOMER_OFFICE;186
81060746;EJECUTIVO_VENTA;0
81060746;HIGH_RISK_SCORE;BJ
81060746;KYC_CUSTOMER;S
82416773;DEPOSITOS_MENSUALES;
82416773;RETIROS_MENSUALES;
82416773;LOGIN COBIS;
82416773;EJECUTIVO_VENTA;
82416773;KYC_CUSTOMER;S
82416773;RIESGO_COLABORADOR;
82416773;RESP_AGENTE_EXTR;N
79638960;HIGH_RISK_SCORE;BJ
79638960;RISK_TYPE;PN1
79638960;PUBLIC_FIGURE;N
79638960;MANAGER_ASSISTANT;3
79638960;WATCH_LIST_CODE;
79638960;TIER_CADD;
79638960;DEPOSITOS_MENSUALES;
79638960;RETIROS_MENSUALES;
79638960;CUSTOMER_OFFICE;122
82186379;HIGH_RISK_SCORE;BJ
82186379;RISK_TYPE;PN1
82186379;PUBLIC_FIGURE;N
82186379;MANAGER_ASSISTANT;3
82186379;WATCH_LIST_CODE;
82186379;TIER_CADD;
82186379;DEPOSITOS_MENSUALES;
82186379;RETIROS_MENSUALES;
82186379;CUSTOMER_OFFICE;122
80598220;CUSTOMER_OFFICE;180
80598220;MANAGER_ASSISTANT;0
80598220;PUBLIC_FIGURE;N
80598220;RISK_TYPE;PN1
80598220;HIGH_RISK_SCORE;BJ
80183364;HIGH_RISK_SCORE;BJ
80183364;RISK_TYPE;PN1
80183364;PUBLIC_FIGURE;N
80183364;MANAGER_ASSISTANT;3
80183364;WATCH_LIST_CODE;
80183364;TIER_CADD;
80183364;DEPOSITOS_MENSUALES;
80183364;RETIROS_MENSUALES;
80183364;CUSTOMER_OFFICE;122
82702393;HIGH_RISK_SCORE;BJ
82702393;RISK_TYPE;PN3
82702393;PUBLIC_FIGURE;N
82702393;MANAGER_ASSISTANT;3
82702393;WATCH_LIST_CODE;
82702393;TIER_CADD;
82702393;DEPOSITOS_MENSUALES;
82702393;RETIROS_MENSUALES;
82702393;CUSTOMER_OFFICE;122
82376690;CUSTOMER_OFFICE;210
82376690;MANAGER_ASSISTANT;175
82376690;PUBLIC_FIGURE;N
82376690;RISK_TYPE;PN1
82376690;HIGH_RISK_SCORE;BJ
82376704;CUSTOMER_OFFICE;180
82376704;MANAGER_ASSISTANT;0
82376704;PUBLIC_FIGURE;N
82376704;RISK_TYPE;PN1
82376690;WATCH_LIST_CODE;
81060746;MANAGER_ASSISTANT;33
81060746;PUBLIC_FIGURE;N
81060746;RISK_TYPE;PN4
81310700;CUSTOMER_OFFICE;174
81310700;MANAGER_ASSISTANT;34
81310700;PUBLIC_FIGURE;N
81310700;RISK_TYPE;PN1
81106525;CUSTOMER_OFFICE;182
81106525;MANAGER_ASSISTANT;29
81106525;PUBLIC_FIGURE;N
81106525;RISK_TYPE;PN1
81155135;CUSTOMER_OFFICE;174
81155135;DEPOSITOS_MENSUALES;
81155135;EJECUTIVO_VENTA;18
81155135;HIGH_RISK_SCORE;BJ
81155135;KYC_CUSTOMER;S
81155135;LOGIN COBIS;
81155135;MANAGER_ASSISTANT;34
81155135;PUBLIC_FIGURE;N
81155135;RETIROS_MENSUALES;
81155135;RISK_TYPE;PN1
81155135;TIER_CADD;
81155135;WATCH_LIST_CODE;
81139016;CUSTOMER_OFFICE;184
81139016;EJECUTIVO_VENTA;40
81139016;HIGH_RISK_SCORE;BJ
81139016;KYC_CUSTOMER;S
81139016;MANAGER_ASSISTANT;41
81139016;PUBLIC_FIGURE;N
81139016;RISK_TYPE;PN1
81167648;CUSTOMER_OFFICE;174
81167648;MANAGER_ASSISTANT;34
81167648;PUBLIC_FIGURE;N
81167648;RISK_TYPE;PN1
81183260;CUSTOMER_OFFICE;186
81183260;MANAGER_ASSISTANT;33
81183260;PUBLIC_FIGURE;N
81183260;RISK_TYPE;PN3
81253900;CUSTOMER_OFFICE;174
81253900;DEPOSITOS_MENSUALES;
81253900;EJECUTIVO_VENTA;287
81253900;HIGH_RISK_SCORE;BJ
81253900;KYC_CUSTOMER;S
81253900;LOGIN COBIS;
81253900;MANAGER_ASSISTANT;34
81253900;PUBLIC_FIGURE;N
81253900;RESP_AGENTE_EXTR;N
81253900;RETIROS_MENSUALES;
81253900;RIESGO_COLABORADOR;
81253900;RISK_TYPE;PN3
81253900;TIER_CADD;
81253900;WATCH_LIST_CODE;
81289336;CUSTOMER_OFFICE;182
81289336;MANAGER_ASSISTANT;29
81289336;PUBLIC_FIGURE;N
81289336;RISK_TYPE;PN3
81215278;CUSTOMER_OFFICE;174
80525206;RESP_AGENTE_EXTR;N
82673563;TIER_CADD;
78528745;RISK_TYPE;PN1
81215278;MANAGER_ASSISTANT;34
81215278;PUBLIC_FIGURE;N
81215278;RISK_TYPE;PN1
81234019;CUSTOMER_OFFICE;178
81234019;EJECUTIVO_VENTA;15
81234019;HIGH_RISK_SCORE;BJ
81234019;KYC_CUSTOMER;S
81234019;MANAGER_ASSISTANT;30
81234019;PUBLIC_FIGURE;N
81234019;RISK_TYPE;PN3
81314608;CUSTOMER_OFFICE;178
81314608;DEPOSITOS_MENSUALES;
81314608;EJECUTIVO_VENTA;57
81314608;HIGH_RISK_SCORE;BJ
81314608;MANAGER_ASSISTANT;30
81314608;PUBLIC_FIGURE;N
81314608;RETIROS_MENSUALES;
81314608;RISK_TYPE;PN1
81314608;TIER_CADD;
81314608;WATCH_LIST_CODE;
81237352;CUSTOMER_OFFICE;180
81237352;EJECUTIVO_VENTA;136
81237352;HIGH_RISK_SCORE;BJ
81237352;KYC_CUSTOMER;S
81237352;MANAGER_ASSISTANT;37
81237352;PUBLIC_FIGURE;N
81237352;RISK_TYPE;PN1
81424942;CUSTOMER_OFFICE;174
81424942;MANAGER_ASSISTANT;34
81424942;PUBLIC_FIGURE;N
81424942;RISK_TYPE;PN1
81460418;CUSTOMER_OFFICE;178
81460418;MANAGER_ASSISTANT;30
81460418;PUBLIC_FIGURE;N
81460418;RISK_TYPE;PN1
81537801;CUSTOMER_OFFICE;174
81537801;MANAGER_ASSISTANT;34
81537801;PUBLIC_FIGURE;N
81537801;RISK_TYPE;PN1
81537810;CUSTOMER_OFFICE;182
81537810;DEPOSITOS_MENSUALES;
81537810;EJECUTIVO_VENTA;46
81537810;HIGH_RISK_SCORE;BJ
81537810;KYC_CUSTOMER;S
81537810;LOGIN COBIS;
81537810;MANAGER_ASSISTANT;30
81537810;PUBLIC_FIGURE;N
81537810;RETIROS_MENSUALES;
81537810;RISK_TYPE;PN3
81537810;TIER_CADD;
81537810;WATCH_LIST_CODE;
81697922;CUSTOMER_OFFICE;172
81697922;DEPOSITOS_MENSUALES;
81697922;EJECUTIVO_VENTA;56
81697922;HIGH_RISK_SCORE;BJ
81697922;KYC_CUSTOMER;S
81697922;MANAGER_ASSISTANT;35
78528745;WATCH_LIST_CODE;
78528745;TIER_CADD;
78870176;CUSTOMER_OFFICE;210
81697922;PUBLIC_FIGURE;N
81697922;RETIROS_MENSUALES;
81697922;RISK_TYPE;PN1
81697922;TIER_CADD;
81697922;WATCH_LIST_CODE;
81813850;CUSTOMER_OFFICE;178
81813850;MANAGER_ASSISTANT;30
81813850;PUBLIC_FIGURE;N
81813850;RISK_TYPE;PN1
82031332;CUSTOMER_OFFICE;184
82031332;MANAGER_ASSISTANT;41
82031332;PUBLIC_FIGURE;N
82031332;RISK_TYPE;PN1
82063340;CUSTOMER_OFFICE;180
82063340;EJECUTIVO_VENTA;136
82063340;HIGH_RISK_SCORE;BJ
82063340;KYC_CUSTOMER;S
82063340;MANAGER_ASSISTANT;37
82063340;PUBLIC_FIGURE;N
82063340;RISK_TYPE;PN1
81233543;CUSTOMER_OFFICE;174
81233543;EJECUTIVO_VENTA;18
81233543;HIGH_RISK_SCORE;BJ
81233543;MANAGER_ASSISTANT;34
81233543;PUBLIC_FIGURE;N
81233543;RISK_TYPE;PN1
82085122;CUSTOMER_OFFICE;174
82085122;MANAGER_ASSISTANT;34
82085122;PUBLIC_FIGURE;N
82085122;RISK_TYPE;PN1
82085297;CUSTOMER_OFFICE;184
82085297;MANAGER_ASSISTANT;41
82085297;PUBLIC_FIGURE;N
82085297;RISK_TYPE;PN1
82197230;CUSTOMER_OFFICE;192
82197230;HIGH_RISK_SCORE;BJ
82197230;MANAGER_ASSISTANT;21
82197230;PUBLIC_FIGURE;N
82197230;RISK_TYPE;PN1
82199934;CUSTOMER_OFFICE;178
82199934;MANAGER_ASSISTANT;30
82199934;PUBLIC_FIGURE;N
82199934;RISK_TYPE;PN1
82233300;CUSTOMER_OFFICE;178
82233300;MANAGER_ASSISTANT;30
82233300;PUBLIC_FIGURE;N
82233300;RISK_TYPE;PN1
82446311;CUSTOMER_OFFICE;174
82446311;MANAGER_ASSISTANT;34
82446311;PUBLIC_FIGURE;N
82446311;RISK_TYPE;PN1
78995858;CUSTOMER_OFFICE;174
78995858;MANAGER_ASSISTANT;34
78995858;PUBLIC_FIGURE;N
78995858;RISK_TYPE;PN1
82371150;CUSTOMER_OFFICE;180
78870176;MANAGER_ASSISTANT;0
78870176;PUBLIC_FIGURE;N
78870176;RISK_TYPE;PN1
82416773;TIER_CADD;
82371150;DEPOSITOS_MENSUALES;
82371150;EJECUTIVO_VENTA;63
82371150;HIGH_RISK_SCORE;BJ
82371150;KYC_CUSTOMER;S
82371150;MANAGER_ASSISTANT;37
82371150;PUBLIC_FIGURE;N
82371150;RETIROS_MENSUALES;
82371150;RISK_TYPE;PN1
82371150;TIER_CADD;
82371150;WATCH_LIST_CODE;
79166081;CUSTOMER_OFFICE;192
79166081;MANAGER_ASSISTANT;21
79166081;PUBLIC_FIGURE;N
79166081;RISK_TYPE;PN1
82006265;CUSTOMER_OFFICE;182
82006265;EJECUTIVO_VENTA;49
82006265;HIGH_RISK_SCORE;BJ
82006265;MANAGER_ASSISTANT;29
82006265;PUBLIC_FIGURE;N
82006265;RISK_TYPE;PN1
78975601;CUSTOMER_OFFICE;174
78975601;DEPOSITOS_MENSUALES;
78975601;HIGH_RISK_SCORE;AL
78975601;MANAGER_ASSISTANT;34
78975601;PUBLIC_FIGURE;S
78975601;RETIROS_MENSUALES;
78975601;RISK_TYPE;PEP
78975601;TIER_CADD;
78975601;WATCH_LIST_CODE;
78985267;CUSTOMER_OFFICE;182
78985267;DEPOSITOS_MENSUALES;
78985267;EJECUTIVO_VENTA;44
78985267;HIGH_RISK_SCORE;BJ
78985267;KYC_CUSTOMER;S
78985267;MANAGER_ASSISTANT;29
78985267;PUBLIC_FIGURE;N
78985267;RETIROS_MENSUALES;
78985267;RISK_TYPE;PN1
78985267;TIER_CADD;
78985267;WATCH_LIST_CODE;
79031631;CUSTOMER_OFFICE;178
79031631;EJECUTIVO_VENTA;15
79031631;HIGH_RISK_SCORE;BJ
79031631;KYC_CUSTOMER;S
79031631;MANAGER_ASSISTANT;30
79031631;PUBLIC_FIGURE;N
79031631;RISK_TYPE;PN1
79070971;CUSTOMER_OFFICE;172
79070971;EJECUTIVO_VENTA;61
79070971;HIGH_RISK_SCORE;BJ
79070971;KYC_CUSTOMER;S
79070971;MANAGER_ASSISTANT;35
79070971;PUBLIC_FIGURE;N
79070971;RISK_TYPE;PN3
79172804;CUSTOMER_OFFICE;174
79172804;MANAGER_ASSISTANT;34
79172804;PUBLIC_FIGURE;N
78870176;HIGH_RISK_SCORE;BJ
82416773;CUSTOMER_OFFICE;174
82416773;HIGH_RISK_SCORE;BJ
79172804;RISK_TYPE;PN1
79216127;CUSTOMER_OFFICE;178
79216127;EJECUTIVO_VENTA;15
79216127;HIGH_RISK_SCORE;BJ
79216127;MANAGER_ASSISTANT;30
79216127;PUBLIC_FIGURE;N
79216127;RISK_TYPE;PN1
82409068;CUSTOMER_OFFICE;174
82409068;MANAGER_ASSISTANT;34
82409068;PUBLIC_FIGURE;N
82409068;RISK_TYPE;PN1
79382604;CUSTOMER_OFFICE;174
79382604;DEPOSITOS_MENSUALES;
79382604;EJECUTIVO_VENTA;305
79382604;HIGH_RISK_SCORE;BJ
79382604;KYC_CUSTOMER;S
79382604;LOGIN COBIS;
79382604;MANAGER_ASSISTANT;34
79382604;PUBLIC_FIGURE;N
79382604;RETIROS_MENSUALES;
79382604;RISK_TYPE;PN1
79382604;TIER_CADD;
79382604;WATCH_LIST_CODE;
79413224;CUSTOMER_OFFICE;174
79413224;EJECUTIVO_VENTA;34
79413224;HIGH_RISK_SCORE;BJ
79413224;KYC_CUSTOMER;S
79413224;MANAGER_ASSISTANT;34
79413224;PUBLIC_FIGURE;N
79413224;RISK_TYPE;PN1
79637556;CUSTOMER_OFFICE;174
79637556;MANAGER_ASSISTANT;34
79637556;PUBLIC_FIGURE;N
79637556;RISK_TYPE;PN1
79647926;CUSTOMER_OFFICE;174
79647926;MANAGER_ASSISTANT;34
79647926;PUBLIC_FIGURE;N
79647926;RISK_TYPE;PN1
79647950;CUSTOMER_OFFICE;174
79647950;MANAGER_ASSISTANT;34
79647950;PUBLIC_FIGURE;N
79647950;RISK_TYPE;PN1
79927538;CUSTOMER_OFFICE;174
79927538;MANAGER_ASSISTANT;34
79927538;PUBLIC_FIGURE;N
79927538;RISK_TYPE;PN1
80525206;CUSTOMER_OFFICE;192
80525206;DEPOSITOS_MENSUALES;
80525206;EJECUTIVO_VENTA;53
80525206;HIGH_RISK_SCORE;BJ
80525206;KYC_CUSTOMER;S
80525206;MANAGER_ASSISTANT;21
80525206;PUBLIC_FIGURE;N
80525206;RETIROS_MENSUALES;
80525206;RISK_TYPE;PN3
80525206;TIER_CADD;
80525206;WATCH_LIST_CODE;
80525206;APODERADO_SI_NO;N
80525206;LOGIN COBIS;
80525206;RIESGO_COLABORADOR;
80552610;CUSTOMER_OFFICE;174
80552610;HIGH_RISK_SCORE;BJ
80552610;KYC_CUSTOMER;S
80552610;MANAGER_ASSISTANT;34
80552610;PUBLIC_FIGURE;N
80552610;RISK_TYPE;PN1
80985843;CUSTOMER_OFFICE;186
80985843;EJECUTIVO_VENTA;0
80985843;HIGH_RISK_SCORE;BJ
80985843;KYC_CUSTOMER;S
80985843;MANAGER_ASSISTANT;33
80985843;PUBLIC_FIGURE;N
80985843;RISK_TYPE;PN1
80889313;CUSTOMER_OFFICE;238
80889313;EJECUTIVO_VENTA;19
80889313;HIGH_RISK_SCORE;BJ
80889313;KYC_CUSTOMER;S
80889313;MANAGER_ASSISTANT;32
80889313;PUBLIC_FIGURE;N
80889313;RISK_TYPE;PN1
80990707;CUSTOMER_OFFICE;174
80990707;EJECUTIVO_VENTA;18
80990707;HIGH_RISK_SCORE;BJ
80990707;KYC_CUSTOMER;S
80990707;MANAGER_ASSISTANT;34
80990707;PUBLIC_FIGURE;N
80990707;RISK_TYPE;PN1
80993676;CUSTOMER_OFFICE;174
80993676;DEPOSITOS_MENSUALES;
80993676;EJECUTIVO_VENTA;18
80993676;HIGH_RISK_SCORE;AL
80993676;KYC_CUSTOMER;S
80993676;LOGIN COBIS;
80993676;MANAGER_ASSISTANT;34
80993676;PUBLIC_FIGURE;S
80993676;RETIROS_MENSUALES;
80993676;RISK_TYPE;PEP
80993676;TIER_CADD;
80993676;WATCH_LIST_CODE;
81121613;CUSTOMER_OFFICE;178
81121613;EJECUTIVO_VENTA;31
81121613;HIGH_RISK_SCORE;BJ
81121613;KYC_CUSTOMER;S
81121613;MANAGER_ASSISTANT;30
81121613;PUBLIC_FIGURE;N
81121613;RISK_TYPE;PN3
81286779;CUSTOMER_OFFICE;210
81286779;EJECUTIVO_VENTA;54
81286779;HIGH_RISK_SCORE;BJ
81286779;KYC_CUSTOMER;S
81286779;MANAGER_ASSISTANT;31
81286779;PUBLIC_FIGURE;N
81286779;RISK_TYPE;PN1
81865620;CUSTOMER_OFFICE;182
81865620;MANAGER_ASSISTANT;29
81865620;PUBLIC_FIGURE;N
81865620;RISK_TYPE;PN1
82416773;MANAGER_ASSISTANT;173
82416773;PUBLIC_FIGURE;N
82416773;RISK_TYPE;PN1
81891397;CUSTOMER_OFFICE;174
81891397;HIGH_RISK_SCORE;BJ
81891397;KYC_CUSTOMER;S
81891397;MANAGER_ASSISTANT;34
81891397;PUBLIC_FIGURE;N
81891397;RISK_TYPE;PN1
81898065;CUSTOMER_OFFICE;174
81898065;DEPOSITOS_MENSUALES;
81898065;EJECUTIVO_VENTA;18
81898065;HIGH_RISK_SCORE;BJ
81898065;KYC_CUSTOMER;S
81898065;MANAGER_ASSISTANT;34
81898065;PUBLIC_FIGURE;N
81898065;RETIROS_MENSUALES;
81898065;RISK_TYPE;PN1
81898065;TIER_CADD;
81898065;WATCH_LIST_CODE;
82083537;CUSTOMER_OFFICE;174
82083537;MANAGER_ASSISTANT;34
82083537;PUBLIC_FIGURE;N
82083537;RISK_TYPE;PN1
81390410;CUSTOMER_OFFICE;174
81390410;EJECUTIVO_VENTA;18
81390410;HIGH_RISK_SCORE;BJ
81390410;KYC_CUSTOMER;S
81390410;MANAGER_ASSISTANT;34
81390410;PUBLIC_FIGURE;N
81390410;RISK_TYPE;PN1
82090614;CUSTOMER_OFFICE;182
82090614;HIGH_RISK_SCORE;BJ
82090614;MANAGER_ASSISTANT;29
82090614;PUBLIC_FIGURE;N
82090614;RISK_TYPE;PN1
79857360;CUSTOMER_OFFICE;174
79857360;DEPOSITOS_MENSUALES;
79857360;EJECUTIVO_VENTA;304
79857360;HIGH_RISK_SCORE;BJ
79857360;KYC_CUSTOMER;S
79857360;MANAGER_ASSISTANT;34
79857360;PUBLIC_FIGURE;N
79857360;RETIROS_MENSUALES;
79857360;RISK_TYPE;PN1
79857360;TIER_CADD;
79857360;WATCH_LIST_CODE;
80793936;CUSTOMER_OFFICE;178
80793936;MANAGER_ASSISTANT;30
80793936;PUBLIC_FIGURE;N
80793936;RISK_TYPE;PN1
82626883;CUSTOMER_OFFICE;210
82626883;MANAGER_ASSISTANT;31
82626883;PUBLIC_FIGURE;N
82626883;RISK_TYPE;PN1
82121706;CUSTOMER_OFFICE;174
82121706;EJECUTIVO_VENTA;47
82121706;HIGH_RISK_SCORE;BJ
82121706;MANAGER_ASSISTANT;34
82376682;CUSTOMER_OFFICE;210
82376682;MANAGER_ASSISTANT;0
82376682;PUBLIC_FIGURE;N
82121706;PUBLIC_FIGURE;N
82121706;RISK_TYPE;PN1
17160;CUSTOMER_OFFICE;174
17160;MANAGER_ASSISTANT;34
17160;PUBLIC_FIGURE;N
17160;RISK_TYPE;PN1
78847506;CUSTOMER_OFFICE;186
78847506;DEPOSITOS_MENSUALES;
78847506;EJECUTIVO_VENTA;17
78847506;HIGH_RISK_SCORE;BJ
78847506;MANAGER_ASSISTANT;33
78847506;PUBLIC_FIGURE;N
78847506;RETIROS_MENSUALES;
78847506;RISK_TYPE;ONG
78847506;TIER_CADD;
78847506;WATCH_LIST_CODE;
81528306;CUSTOMER_OFFICE;172
81528306;EJECUTIVO_VENTA;56
81528306;HIGH_RISK_SCORE;BJ
81528306;KYC_CUSTOMER;S
81528306;MANAGER_ASSISTANT;35
81528306;PUBLIC_FIGURE;N
81528306;RISK_TYPE;PN1
81980390;CUSTOMER_OFFICE;174
81980390;MANAGER_ASSISTANT;34
81980390;PUBLIC_FIGURE;N
81980390;RISK_TYPE;PN1
82623655;CUSTOMER_OFFICE;178
82623655;EJECUTIVO_VENTA;31
82623655;HIGH_RISK_SCORE;BJ
82623655;KYC_CUSTOMER;S
82623655;MANAGER_ASSISTANT;30
82623655;PUBLIC_FIGURE;N
82623655;RISK_TYPE;PN1
79441082;CUSTOMER_OFFICE;178
79441082;EJECUTIVO_VENTA;15
79441082;HIGH_RISK_SCORE;BJ
79441082;MANAGER_ASSISTANT;30
79441082;PUBLIC_FIGURE;N
79441082;RISK_TYPE;PN3
79880418;CUSTOMER_OFFICE;174
79880418;EJECUTIVO_VENTA;47
79880418;HIGH_RISK_SCORE;BJ
79880418;MANAGER_ASSISTANT;34
79880418;PUBLIC_FIGURE;N
79880418;RISK_TYPE;PN1
80592353;CUSTOMER_OFFICE;174
80592353;MANAGER_ASSISTANT;34
80592353;PUBLIC_FIGURE;N
80592353;RISK_TYPE;PN1
80647255;CUSTOMER_OFFICE;174
80647255;EJECUTIVO_VENTA;18
80647255;HIGH_RISK_SCORE;BJ
80647255;KYC_CUSTOMER;S
80647255;MANAGER_ASSISTANT;34
80647255;PUBLIC_FIGURE;N
82376682;RISK_TYPE;PN1
82376682;HIGH_RISK_SCORE;BJ
82416773;WATCH_LIST_CODE;
80893949;RISK_TYPE;PN1
81844429;CUSTOMER_OFFICE;180
81844429;MANAGER_ASSISTANT;37
81844429;PUBLIC_FIGURE;N
81844429;RISK_TYPE;PN1
78870133;CUSTOMER_OFFICE;172
78870133;DEPOSITOS_MENSUALES;
78870133;EJECUTIVO_VENTA;94
78870133;HIGH_RISK_SCORE;AL
78870133;KYC_CUSTOMER;s
78870133;MANAGER_ASSISTANT;46
78870133;PUBLIC_FIGURE;N
78870133;RETIROS_MENSUALES;
78870133;RISK_TYPE;PJC
78870133;TIER_CADD;
78870133;WATCH_LIST_CODE;
81951020;CUSTOMER_OFFICE;172
81951020;DEPOSITOS_MENSUALES;
81951020;EJECUTIVO_VENTA;22
81951020;HIGH_RISK_SCORE;BJ
81951020;KYC_CUSTOMER;0
81951020;MANAGER_ASSISTANT;35
81951020;PUBLIC_FIGURE;N
81951020;RETIROS_MENSUALES;
81951020;RISK_TYPE;PJA
81951020;TIER_CADD;
81951020;WATCH_LIST_CODE;
79682241;CUSTOMER_OFFICE;118
79682241;DEPOSITOS_MENSUALES;
79682241;EJECUTIVO_VENTA;88
79682241;HIGH_RISK_SCORE;BJ
79682241;KYC_CUSTOMER;s
79682241;MANAGER_ASSISTANT;25
79682241;PUBLIC_FIGURE;N
79682241;RETIROS_MENSUALES;
79682241;RISK_TYPE;FI
79682241;TIER_CADD;F-AML11
79682241;WATCH_LIST_CODE;
81731357;CUSTOMER_OFFICE;184
81731357;HIGH_RISK_SCORE;BJ
81731357;KYC_CUSTOMER;S
81731357;MANAGER_ASSISTANT;41
81731357;PUBLIC_FIGURE;N
81731357;RISK_TYPE;PN1
80610734;CUSTOMER_OFFICE;172
80610734;MANAGER_ASSISTANT;35
80610734;PUBLIC_FIGURE;N
